AdvisoryNumber,Date,Lat,Long,Wind,Pres,Movement,stormtypeName,Name,Received,Forecaster
27,"1910-08-29 18:00:00",37.6,-73.4,35,0,"40 at 8mph","Extratropical Storm",Unnamed,"1910-08-29 18:00:00",Unknown
1,"1911-08-09 06:00:00",24.8,-82,70,0,"0 at 0mph","Tropical Storm",Unnamed,"1911-08-09 06:00:00",Unknown
2,"1911-08-09 12:00:00",25.4,-82.5,75,0,"325 at 8mph",Hurricane,Unnamed,"1911-08-09 12:00:00",Unknown
3,"1911-08-09 18:00:00",26,-83,80,0,"325 at 8mph",Hurricane,Unnamed,"1911-08-09 18:00:00",Unknown
4,"1911-08-10 00:00:00",26.5,-83.3,80,0,"330 at 5mph",Hurricane,Unnamed,"1911-08-10 00:00:00",Unknown
5,"1911-08-10 06:00:00",27.1,-83.8,80,0,"325 at 8mph",Hurricane,Unnamed,"1911-08-10 06:00:00",Unknown
6,"1911-08-10 12:00:00",27.8,-84.3,80,0,"330 at 9mph",Hurricane,Unnamed,"1911-08-10 12:00:00",Unknown
7,"1911-08-10 18:00:00",28.1,-84.8,80,0,"305 at 5mph",Hurricane,Unnamed,"1911-08-10 18:00:00",Unknown
8,"1911-08-11 00:00:00",28.6,-85.4,80,0,"315 at 8mph",Hurricane,Unnamed,"1911-08-11 00:00:00",Unknown
9,"1911-08-11 06:00:00",29,-85.9,80,0,"310 at 5mph",Hurricane,Unnamed,"1911-08-11 06:00:00",Unknown
10,"1911-08-11 12:00:00",29.5,-86.5,80,0,"315 at 8mph",Hurricane,Unnamed,"1911-08-11 12:00:00",Unknown
11,"1911-08-11 18:00:00",30,-87.1,80,0,"315 at 8mph",Hurricane,Unnamed,"1911-08-11 18:00:00",Unknown
12,"1911-08-12 00:00:00",30.5,-87.6,75,0,"320 at 6mph",Hurricane,Unnamed,"1911-08-12 00:00:00",Unknown
13,"1911-08-12 06:00:00",31,-88.1,70,0,"320 at 6mph","Tropical Storm",Unnamed,"1911-08-12 06:00:00",Unknown
14,"1911-08-12 12:00:00",31.5,-88.6,60,0,"320 at 6mph","Tropical Storm",Unnamed,"1911-08-12 12:00:00",Unknown
15,"1911-08-12 18:00:00",32,-89,45,0,"325 at 6mph","Tropical Storm",Unnamed,"1911-08-12 18:00:00",Unknown
16,"1911-08-13 00:00:00",32.4,-89.3,40,0,"330 at 4mph","Tropical Storm",Unnamed,"1911-08-13 00:00:00",Unknown
17,"1911-08-13 06:00:00",32.9,-89.7,35,0,"325 at 6mph","Tropical Depression",Unnamed,"1911-08-13 06:00:00",Unknown
18,"1911-08-13 12:00:00",33.4,-90,35,0,"335 at 5mph","Tropical Depression",Unnamed,"1911-08-13 12:00:00",Unknown
19,"1911-08-13 18:00:00",33.9,-90.4,35,0,"325 at 6mph","Tropical Depression",Unnamed,"1911-08-13 18:00:00",Unknown
20,"1911-08-14 00:00:00",34.4,-90.7,30,0,"335 at 5mph","Tropical Depression",Unnamed,"1911-08-14 00:00:00",Unknown
21,"1911-08-14 06:00:00",35,-91.1,25,0,"330 at 6mph","Tropical Depression",Unnamed,"1911-08-14 06:00:00",Unknown
22,"1911-08-14 12:00:00",35.5,-91.5,25,0,"325 at 5mph","Tropical Depression",Unnamed,"1911-08-14 12:00:00",Unknown
1,"1912-06-07 12:00:00",23,-85.3,40,0,"0 at 0mph","Tropical Storm",Unnamed,"1912-06-07 12:00:00",Unknown
2,"1912-06-07 18:00:00",23.5,-85.5,40,0,"340 at 5mph","Tropical Storm",Unnamed,"1912-06-07 18:00:00",Unknown
3,"1912-06-08 00:00:00",23.9,-85.8,40,0,"325 at 4mph","Tropical Storm",Unnamed,"1912-06-08 00:00:00",Unknown
4,"1912-06-08 06:00:00",24.2,-86,40,0,"330 at 3mph","Tropical Storm",Unnamed,"1912-06-08 06:00:00",Unknown
5,"1912-06-08 12:00:00",24.5,-86.3,40,0,"320 at 4mph","Tropical Storm",Unnamed,"1912-06-08 12:00:00",Unknown
6,"1912-06-08 18:00:00",24.6,-86.6,40,0,"290 at 2mph","Tropical Storm",Unnamed,"1912-06-08 18:00:00",Unknown
7,"1912-06-09 00:00:00",24.7,-86.9,40,0,"290 at 2mph","Tropical Storm",Unnamed,"1912-06-09 00:00:00",Unknown
8,"1912-06-09 06:00:00",24.8,-87.3,40,0,"285 at 3mph","Tropical Storm",Unnamed,"1912-06-09 06:00:00",Unknown
9,"1912-06-09 12:00:00",24.8,-87.6,40,0,"270 at 2mph","Tropical Storm",Unnamed,"1912-06-09 12:00:00",Unknown
10,"1912-06-09 18:00:00",24.8,-87.9,45,0,"270 at 2mph","Tropical Storm",Unnamed,"1912-06-09 18:00:00",Unknown
11,"1912-06-10 00:00:00",24.8,-88.3,45,0,"270 at 3mph","Tropical Storm",Unnamed,"1912-06-10 00:00:00",Unknown
12,"1912-06-10 06:00:00",24.7,-88.6,50,0,"250 at 2mph","Tropical Storm",Unnamed,"1912-06-10 06:00:00",Unknown
13,"1912-06-10 12:00:00",24.7,-89,50,0,"270 at 3mph","Tropical Storm",Unnamed,"1912-06-10 12:00:00",Unknown
14,"1912-06-10 18:00:00",24.7,-89.4,50,0,"270 at 3mph","Tropical Storm",Unnamed,"1912-06-10 18:00:00",Unknown
15,"1912-06-11 00:00:00",24.7,-89.9,60,0,"270 at 4mph","Tropical Storm",Unnamed,"1912-06-11 00:00:00",Unknown
16,"1912-06-11 06:00:00",24.7,-90.3,60,0,"270 at 3mph","Tropical Storm",Unnamed,"1912-06-11 06:00:00",Unknown
17,"1912-06-11 12:00:00",24.8,-90.8,60,0,"280 at 4mph","Tropical Storm",Unnamed,"1912-06-11 12:00:00",Unknown
18,"1912-06-11 18:00:00",25,-91.4,60,0,"290 at 5mph","Tropical Storm",Unnamed,"1912-06-11 18:00:00",Unknown
19,"1912-06-12 00:00:00",25.5,-91.9,60,0,"320 at 6mph","Tropical Storm",Unnamed,"1912-06-12 00:00:00",Unknown
20,"1912-06-12 06:00:00",26.1,-92.5,50,0,"320 at 9mph","Tropical Storm",Unnamed,"1912-06-12 06:00:00",Unknown
21,"1912-06-12 12:00:00",26.9,-92.9,50,0,"335 at 9mph","Tropical Storm",Unnamed,"1912-06-12 12:00:00",Unknown
22,"1912-06-12 18:00:00",27.7,-93.1,50,0,"345 at 9mph","Tropical Storm",Unnamed,"1912-06-12 18:00:00",Unknown
23,"1912-06-13 00:00:00",28.6,-92.9,50,0,"10 at 10mph","Tropical Storm",Unnamed,"1912-06-13 00:00:00",Unknown
24,"1912-06-13 06:00:00",29.5,-92.1,50,0,"40 at 12mph","Tropical Storm",Unnamed,"1912-06-13 06:00:00",Unknown
25,"1912-06-13 12:00:00",30.5,-90.8,45,0,"50 at 17mph","Tropical Storm",Unnamed,"1912-06-13 12:00:00",Unknown
26,"1912-06-13 18:00:00",31.6,-88.8,40,0,"55 at 23mph","Tropical Storm",Unnamed,"1912-06-13 18:00:00",Unknown
27,"1912-06-14 00:00:00",32.8,-86.2,40,0,"60 at 28mph","Tropical Storm",Unnamed,"1912-06-14 00:00:00",Unknown
28,"1912-06-14 06:00:00",34,-83.5,40,0,"60 at 28mph","Tropical Storm",Unnamed,"1912-06-14 06:00:00",Unknown
29,"1912-06-14 12:00:00",35,-81.4,40,0,"60 at 21mph","Tropical Storm",Unnamed,"1912-06-14 12:00:00",Unknown
30,"1912-06-14 18:00:00",35.5,-79.8,40,0,"70 at 14mph","Tropical Storm",Unnamed,"1912-06-14 18:00:00",Unknown
31,"1912-06-15 00:00:00",35.8,-78.4,40,0,"75 at 12mph","Tropical Storm",Unnamed,"1912-06-15 00:00:00",Unknown
32,"1912-06-15 06:00:00",36,-76.9,40,0,"80 at 13mph","Tropical Storm",Unnamed,"1912-06-15 06:00:00",Unknown
33,"1912-06-15 12:00:00",36,-75.2,40,0,"90 at 14mph","Tropical Storm",Unnamed,"1912-06-15 12:00:00",Unknown
34,"1912-06-15 18:00:00",35.9,-73.4,40,0,"95 at 16mph","Tropical Storm",Unnamed,"1912-06-15 18:00:00",Unknown
35,"1912-06-16 00:00:00",35.8,-71.5,40,0,"95 at 17mph","Tropical Storm",Unnamed,"1912-06-16 00:00:00",Unknown
36,"1912-06-16 06:00:00",35.5,-69.6,40,0,"100 at 17mph","Tropical Storm",Unnamed,"1912-06-16 06:00:00",Unknown
37,"1912-06-16 12:00:00",35.1,-67.5,35,0,"105 at 19mph","Tropical Depression",Unnamed,"1912-06-16 12:00:00",Unknown
1,"1913-06-22 06:00:00",11,-80,70,0,"0 at 0mph","Tropical Storm",Unnamed,"1913-06-22 06:00:00",Unknown
2,"1913-06-22 12:00:00",11.8,-81,75,0,"310 at 13mph",Hurricane,Unnamed,"1913-06-22 12:00:00",Unknown
3,"1913-06-22 18:00:00",12.4,-81.8,80,0,"305 at 10mph",Hurricane,Unnamed,"1913-06-22 18:00:00",Unknown
4,"1913-06-23 00:00:00",13.1,-82.5,80,0,"315 at 10mph",Hurricane,Unnamed,"1913-06-23 00:00:00",Unknown
5,"1913-06-23 06:00:00",13.8,-83.2,80,0,"315 at 10mph",Hurricane,Unnamed,"1913-06-23 06:00:00",Unknown
6,"1913-06-23 12:00:00",14.5,-83.7,80,0,"325 at 9mph",Hurricane,Unnamed,"1913-06-23 12:00:00",Unknown
7,"1913-06-23 18:00:00",15.3,-84.1,80,0,"335 at 9mph",Hurricane,Unnamed,"1913-06-23 18:00:00",Unknown
8,"1913-06-24 00:00:00",16.1,-84.5,85,0,"335 at 9mph",Hurricane,Unnamed,"1913-06-24 00:00:00",Unknown
9,"1913-06-24 06:00:00",17,-85,85,0,"330 at 11mph",Hurricane,Unnamed,"1913-06-24 06:00:00",Unknown
10,"1913-06-24 12:00:00",17.8,-85.4,90,0,"335 at 9mph",Hurricane,Unnamed,"1913-06-24 12:00:00",Unknown
11,"1913-06-24 18:00:00",18.5,-86,90,0,"320 at 10mph",Hurricane,Unnamed,"1913-06-24 18:00:00",Unknown
12,"1913-06-25 00:00:00",19.1,-86.5,100,0,"320 at 8mph",Hurricane,Unnamed,"1913-06-25 00:00:00",Unknown
13,"1913-06-25 06:00:00",19.7,-86.9,100,0,"330 at 8mph",Hurricane,Unnamed,"1913-06-25 06:00:00",Unknown
14,"1913-06-25 12:00:00",20.3,-87.4,100,0,"320 at 8mph",Hurricane,Unnamed,"1913-06-25 12:00:00",Unknown
15,"1913-06-25 18:00:00",21.2,-87.8,100,0,"335 at 10mph",Hurricane,Unnamed,"1913-06-25 18:00:00",Unknown
16,"1913-06-26 00:00:00",22.2,-88.1,100,0,"345 at 11mph",Hurricane,Unnamed,"1913-06-26 00:00:00",Unknown
17,"1913-06-26 06:00:00",23.2,-88.4,100,0,"345 at 11mph",Hurricane,Unnamed,"1913-06-26 06:00:00",Unknown
18,"1913-06-26 12:00:00",24,-89.2,100,0,"320 at 11mph",Hurricane,Unnamed,"1913-06-26 12:00:00",Unknown
19,"1913-06-26 18:00:00",24.5,-90.2,100,0,"300 at 11mph",Hurricane,Unnamed,"1913-06-26 18:00:00",Unknown
20,"1913-06-27 00:00:00",24.9,-91.7,90,0,"285 at 16mph",Hurricane,Unnamed,"1913-06-27 00:00:00",Unknown
21,"1913-06-27 06:00:00",25.2,-93.3,90,0,"280 at 16mph",Hurricane,Unnamed,"1913-06-27 06:00:00",Unknown
22,"1913-06-27 12:00:00",25.7,-94.7,85,0,"290 at 14mph",Hurricane,Unnamed,"1913-06-27 12:00:00",Unknown
23,"1913-06-27 18:00:00",26.3,-95.9,80,0,"300 at 13mph",Hurricane,Unnamed,"1913-06-27 18:00:00",Unknown
24,"1913-06-28 00:00:00",27,-97.2,75,1000,"300 at 14mph","Tropical Storm",Unnamed,"1913-06-28 00:00:00",Unknown
25,"1913-06-28 06:00:00",27.7,-98.4,65,0,"305 at 13mph","Tropical Storm",Unnamed,"1913-06-28 06:00:00",Unknown
26,"1913-06-28 12:00:00",28.5,-99.5,40,0,"310 at 13mph","Tropical Storm",Unnamed,"1913-06-28 12:00:00",Unknown
27,"1913-06-28 18:00:00",30,-100.8,25,0,"325 at 20mph","Tropical Depression",Unnamed,"1913-06-28 18:00:00",Unknown
1,"1914-09-14 12:00:00",23.8,-73.5,40,0,"0 at 0mph","Tropical Storm",Unnamed,"1914-09-14 12:00:00",Unknown
2,"1914-09-14 18:00:00",23.9,-73.6,40,0,"320 at 1mph","Tropical Storm",Unnamed,"1914-09-14 18:00:00",Unknown
3,"1914-09-15 00:00:00",24.2,-73.9,40,0,"320 at 4mph","Tropical Storm",Unnamed,"1914-09-15 00:00:00",Unknown
4,"1914-09-15 06:00:00",24.6,-74.2,40,0,"325 at 4mph","Tropical Storm",Unnamed,"1914-09-15 06:00:00",Unknown
5,"1914-09-15 12:00:00",25.4,-74.8,40,0,"325 at 10mph","Tropical Storm",Unnamed,"1914-09-15 12:00:00",Unknown
6,"1914-09-15 18:00:00",26,-75.5,40,0,"315 at 9mph","Tropical Storm",Unnamed,"1914-09-15 18:00:00",Unknown
7,"1914-09-16 00:00:00",26.9,-76.3,45,0,"320 at 12mph","Tropical Storm",Unnamed,"1914-09-16 00:00:00",Unknown
8,"1914-09-16 06:00:00",27.8,-77.2,45,0,"320 at 13mph","Tropical Storm",Unnamed,"1914-09-16 06:00:00",Unknown
9,"1914-09-16 12:00:00",29.1,-78.2,50,0,"325 at 17mph","Tropical Storm",Unnamed,"1914-09-16 12:00:00",Unknown
10,"1914-09-16 18:00:00",29.5,-79.3,50,0,"295 at 11mph","Tropical Storm",Unnamed,"1914-09-16 18:00:00",Unknown
11,"1914-09-17 00:00:00",30.4,-80.4,45,0,"315 at 14mph","Tropical Storm",Unnamed,"1914-09-17 00:00:00",Unknown
12,"1914-09-17 06:00:00",31,-81.6,45,0,"300 at 12mph","Tropical Storm",Unnamed,"1914-09-17 06:00:00",Unknown
13,"1914-09-17 12:00:00",31.5,-83.1,40,0,"290 at 14mph","Tropical Storm",Unnamed,"1914-09-17 12:00:00",Unknown
14,"1914-09-17 18:00:00",31.5,-84.3,40,0,"270 at 11mph","Tropical Storm",Unnamed,"1914-09-17 18:00:00",Unknown
15,"1914-09-18 00:00:00",31.1,-85.9,40,0,"255 at 16mph","Tropical Storm",Unnamed,"1914-09-18 00:00:00",Unknown
16,"1914-09-18 06:00:00",30.5,-87.4,40,0,"245 at 16mph","Tropical Storm",Unnamed,"1914-09-18 06:00:00",Unknown
17,"1914-09-18 12:00:00",30.2,-88.8,40,0,"255 at 13mph","Tropical Storm",Unnamed,"1914-09-18 12:00:00",Unknown
18,"1914-09-18 18:00:00",30.1,-90,40,0,"265 at 11mph","Tropical Storm",Unnamed,"1914-09-18 18:00:00",Unknown
19,"1914-09-19 00:00:00",30,-91.2,40,0,"265 at 11mph","Tropical Storm",Unnamed,"1914-09-19 00:00:00",Unknown
20,"1914-09-19 06:00:00",30,-92.2,40,0,"270 at 9mph","Tropical Storm",Unnamed,"1914-09-19 06:00:00",Unknown
21,"1914-09-19 12:00:00",30,-93.1,35,0,"270 at 8mph","Tropical Depression",Unnamed,"1914-09-19 12:00:00",Unknown
1,"1915-07-31 06:00:00",27.4,-76,40,0,"0 at 0mph","Tropical Storm",Unnamed,"1915-07-31 06:00:00",Unknown
2,"1915-07-31 12:00:00",27.5,-77,40,0,"275 at 9mph","Tropical Storm",Unnamed,"1915-07-31 12:00:00",Unknown
3,"1915-07-31 18:00:00",27.7,-77.8,40,0,"285 at 8mph","Tropical Storm",Unnamed,"1915-07-31 18:00:00",Unknown
4,"1915-08-01 00:00:00",27.9,-78.6,40,0,"285 at 8mph","Tropical Storm",Unnamed,"1915-08-01 00:00:00",Unknown
5,"1915-08-01 06:00:00",28.1,-79.3,40,0,"290 at 6mph","Tropical Storm",Unnamed,"1915-08-01 06:00:00",Unknown
6,"1915-08-01 12:00:00",28.4,-79.9,45,0,"300 at 6mph","Tropical Storm",Unnamed,"1915-08-01 12:00:00",Unknown
7,"1915-08-01 18:00:00",28.7,-80.5,45,0,"300 at 6mph","Tropical Storm",Unnamed,"1915-08-01 18:00:00",Unknown
8,"1915-08-02 00:00:00",29.1,-80.9,50,0,"320 at 5mph","Tropical Storm",Unnamed,"1915-08-02 00:00:00",Unknown
9,"1915-08-02 06:00:00",29.6,-81.4,50,0,"320 at 6mph","Tropical Storm",Unnamed,"1915-08-02 06:00:00",Unknown
10,"1915-08-02 12:00:00",30.2,-81.8,50,0,"330 at 6mph","Tropical Storm",Unnamed,"1915-08-02 12:00:00",Unknown
11,"1915-08-02 18:00:00",30.9,-82.2,50,0,"335 at 8mph","Tropical Storm",Unnamed,"1915-08-02 18:00:00",Unknown
12,"1915-08-03 00:00:00",31.8,-82.4,45,0,"350 at 10mph","Tropical Storm",Unnamed,"1915-08-03 00:00:00",Unknown
13,"1915-08-03 06:00:00",32.9,-82.3,45,0,"5 at 12mph","Tropical Storm",Unnamed,"1915-08-03 06:00:00",Unknown
14,"1915-08-03 12:00:00",34,-81.6,35,0,"30 at 13mph","Tropical Depression",Unnamed,"1915-08-03 12:00:00",Unknown
15,"1915-08-03 18:00:00",35.4,-80.2,35,0,"40 at 20mph","Tropical Depression",Unnamed,"1915-08-03 18:00:00",Unknown
16,"1915-08-04 00:00:00",37,-78.7,35,0,"35 at 23mph","Tropical Depression",Unnamed,"1915-08-04 00:00:00",Unknown
17,"1915-08-04 06:00:00",38.7,-77.2,30,0,"35 at 23mph","Tropical Depression",Unnamed,"1915-08-04 06:00:00",Unknown
18,"1915-08-04 12:00:00",40.1,-75.8,30,0,"40 at 19mph","Tropical Depression",Unnamed,"1915-08-04 12:00:00",Unknown
19,"1915-08-04 18:00:00",40.9,-74.5,25,0,"50 at 13mph","Tropical Depression",Unnamed,"1915-08-04 18:00:00",Unknown
20,"1915-08-05 00:00:00",41.6,-73.1,25,0,"55 at 13mph","Tropical Depression",Unnamed,"1915-08-05 00:00:00",Unknown
21,"1915-08-05 06:00:00",42,-71.8,15,0,"70 at 11mph","Tropical Depression",Unnamed,"1915-08-05 06:00:00",Unknown
22,"1915-08-05 12:00:00",42.4,-70.5,15,0,"65 at 11mph","Tropical Depression",Unnamed,"1915-08-05 12:00:00",Unknown
1,"1916-06-29 12:00:00",12,-80.9,40,0,"0 at 0mph","Tropical Storm",Unnamed,"1916-06-29 12:00:00",Unknown
2,"1916-06-29 18:00:00",12.5,-81.1,40,0,"340 at 5mph","Tropical Storm",Unnamed,"1916-06-29 18:00:00",Unknown
3,"1916-06-30 00:00:00",12.9,-81.4,40,0,"325 at 4mph","Tropical Storm",Unnamed,"1916-06-30 00:00:00",Unknown
4,"1916-06-30 06:00:00",13.3,-81.6,40,0,"335 at 4mph","Tropical Storm",Unnamed,"1916-06-30 06:00:00",Unknown
5,"1916-06-30 12:00:00",13.8,-81.8,40,0,"340 at 5mph","Tropical Storm",Unnamed,"1916-06-30 12:00:00",Unknown
6,"1916-06-30 18:00:00",14.3,-82.2,45,0,"320 at 6mph","Tropical Storm",Unnamed,"1916-06-30 18:00:00",Unknown
7,"1916-07-01 00:00:00",14.8,-82.5,45,0,"330 at 5mph","Tropical Storm",Unnamed,"1916-07-01 00:00:00",Unknown
8,"1916-07-01 06:00:00",15.4,-82.9,50,0,"325 at 8mph","Tropical Storm",Unnamed,"1916-07-01 06:00:00",Unknown
9,"1916-07-01 12:00:00",16.1,-83.3,60,0,"330 at 8mph","Tropical Storm",Unnamed,"1916-07-01 12:00:00",Unknown
10,"1916-07-01 18:00:00",16.6,-83.7,65,0,"320 at 6mph","Tropical Storm",Unnamed,"1916-07-01 18:00:00",Unknown
11,"1916-07-02 00:00:00",17,-83.9,65,0,"335 at 4mph","Tropical Storm",Unnamed,"1916-07-02 00:00:00",Unknown
12,"1916-07-02 06:00:00",17.5,-84.1,70,0,"340 at 5mph","Tropical Storm",Unnamed,"1916-07-02 06:00:00",Unknown
13,"1916-07-02 12:00:00",18,-84.4,75,0,"330 at 5mph",Hurricane,Unnamed,"1916-07-02 12:00:00",Unknown
14,"1916-07-02 18:00:00",18.5,-84.6,80,0,"340 at 5mph",Hurricane,Unnamed,"1916-07-02 18:00:00",Unknown
15,"1916-07-03 00:00:00",18.9,-84.8,80,0,"335 at 4mph",Hurricane,Unnamed,"1916-07-03 00:00:00",Unknown
16,"1916-07-03 06:00:00",19.4,-85,85,0,"340 at 5mph",Hurricane,Unnamed,"1916-07-03 06:00:00",Unknown
17,"1916-07-03 12:00:00",20,-85.3,90,0,"335 at 6mph",Hurricane,Unnamed,"1916-07-03 12:00:00",Unknown
18,"1916-07-03 18:00:00",20.9,-85.6,100,0,"345 at 10mph",Hurricane,Unnamed,"1916-07-03 18:00:00",Unknown
19,"1916-07-04 00:00:00",21.9,-86,105,0,"340 at 11mph",Hurricane,Unnamed,"1916-07-04 00:00:00",Unknown
20,"1916-07-04 06:00:00",23.1,-86.4,110,0,"345 at 13mph",Hurricane,Unnamed,"1916-07-04 06:00:00",Unknown
21,"1916-07-04 12:00:00",24.1,-86.7,110,0,"345 at 11mph",Hurricane,Unnamed,"1916-07-04 12:00:00",Unknown
22,"1916-07-04 18:00:00",25.3,-87,115,0,"345 at 13mph",Hurricane,Unnamed,"1916-07-04 18:00:00",Unknown
23,"1916-07-05 00:00:00",26.4,-87.4,115,0,"340 at 12mph",Hurricane,Unnamed,"1916-07-05 00:00:00",Unknown
24,"1916-07-05 06:00:00",27.5,-87.7,120,0,"345 at 12mph",Hurricane,Unnamed,"1916-07-05 06:00:00",Unknown
25,"1916-07-05 12:00:00",28.5,-88,120,0,"345 at 11mph",Hurricane,Unnamed,"1916-07-05 12:00:00",Unknown
26,"1916-07-05 18:00:00",29.6,-88.4,120,0,"340 at 12mph",Hurricane,Unnamed,"1916-07-05 18:00:00",Unknown
27,"1916-07-06 00:00:00",30.5,-89,105,979,"330 at 11mph",Hurricane,Unnamed,"1916-07-06 00:00:00",Unknown
28,"1916-07-06 06:00:00",31.3,-89.5,70,0,"330 at 10mph","Tropical Storm",Unnamed,"1916-07-06 06:00:00",Unknown
29,"1916-07-06 12:00:00",32.1,-90,60,0,"330 at 10mph","Tropical Storm",Unnamed,"1916-07-06 12:00:00",Unknown
30,"1916-07-06 18:00:00",32.7,-90.1,45,0,"350 at 6mph","Tropical Storm",Unnamed,"1916-07-06 18:00:00",Unknown
31,"1916-07-07 00:00:00",33.2,-90.2,45,0,"350 at 5mph","Tropical Storm",Unnamed,"1916-07-07 00:00:00",Unknown
32,"1916-07-07 06:00:00",33.5,-90.2,45,0,"0 at 2mph","Tropical Storm",Unnamed,"1916-07-07 06:00:00",Unknown
33,"1916-07-07 12:00:00",33.7,-90.1,45,0,"25 at 2mph","Tropical Storm",Unnamed,"1916-07-07 12:00:00",Unknown
34,"1916-07-07 18:00:00",33.9,-89.4,45,0,"70 at 6mph","Tropical Storm",Unnamed,"1916-07-07 18:00:00",Unknown
35,"1916-07-08 00:00:00",33.7,-88.5,45,0,"105 at 8mph","Tropical Storm",Unnamed,"1916-07-08 00:00:00",Unknown
36,"1916-07-08 06:00:00",33.6,-87.6,35,0,"100 at 8mph","Tropical Depression",Unnamed,"1916-07-08 06:00:00",Unknown
37,"1916-07-08 12:00:00",33.8,-86.9,35,0,"70 at 6mph","Tropical Depression",Unnamed,"1916-07-08 12:00:00",Unknown
38,"1916-07-08 18:00:00",33.9,-86.6,35,0,"70 at 2mph","Tropical Depression",Unnamed,"1916-07-08 18:00:00",Unknown
39,"1916-07-09 00:00:00",34,-86.4,30,0,"60 at 1mph","Tropical Depression",Unnamed,"1916-07-09 00:00:00",Unknown
40,"1916-07-09 06:00:00",34.2,-86.2,30,0,"40 at 2mph","Tropical Depression",Unnamed,"1916-07-09 06:00:00",Unknown
41,"1916-07-09 12:00:00",34.5,-86,25,0,"30 at 3mph","Tropical Depression",Unnamed,"1916-07-09 12:00:00",Unknown
42,"1916-07-09 18:00:00",34.8,-85.9,25,0,"15 at 3mph","Tropical Depression",Unnamed,"1916-07-09 18:00:00",Unknown
43,"1916-07-10 00:00:00",35.1,-85.8,25,0,"15 at 3mph","Tropical Depression",Unnamed,"1916-07-10 00:00:00",Unknown
44,"1916-07-10 06:00:00",35.4,-85.7,25,0,"15 at 3mph","Tropical Depression",Unnamed,"1916-07-10 06:00:00",Unknown
45,"1916-07-10 12:00:00",35.8,-85.6,25,0,"10 at 4mph","Tropical Depression",Unnamed,"1916-07-10 12:00:00",Unknown
46,"1916-07-10 18:00:00",36.2,-85.8,25,0,"340 at 4mph","Tropical Depression",Unnamed,"1916-07-10 18:00:00",Unknown
1,"1917-08-06 00:00:00",32,-67.5,40,0,"0 at 0mph","Tropical Storm",Unnamed,"1917-08-06 00:00:00",Unknown
2,"1917-08-06 06:00:00",32,-68,40,0,"270 at 4mph","Tropical Storm",Unnamed,"1917-08-06 06:00:00",Unknown
3,"1917-08-06 12:00:00",32,-68.5,40,0,"270 at 4mph","Tropical Storm",Unnamed,"1917-08-06 12:00:00",Unknown
4,"1917-08-06 18:00:00",32,-69,40,0,"270 at 4mph","Tropical Storm",Unnamed,"1917-08-06 18:00:00",Unknown
5,"1917-08-07 00:00:00",32,-69.4,40,0,"270 at 3mph","Tropical Storm",Unnamed,"1917-08-07 00:00:00",Unknown
6,"1917-08-07 06:00:00",32,-69.9,40,0,"270 at 4mph","Tropical Storm",Unnamed,"1917-08-07 06:00:00",Unknown
7,"1917-08-07 12:00:00",32,-70.3,40,0,"270 at 3mph","Tropical Storm",Unnamed,"1917-08-07 12:00:00",Unknown
8,"1917-08-07 18:00:00",32,-70.7,40,0,"270 at 3mph","Tropical Storm",Unnamed,"1917-08-07 18:00:00",Unknown
9,"1917-08-08 00:00:00",32,-71.2,45,0,"270 at 4mph","Tropical Storm",Unnamed,"1917-08-08 00:00:00",Unknown
10,"1917-08-08 06:00:00",32.1,-71.6,45,0,"285 at 3mph","Tropical Storm",Unnamed,"1917-08-08 06:00:00",Unknown
11,"1917-08-08 12:00:00",32.1,-72,45,0,"270 at 3mph","Tropical Storm",Unnamed,"1917-08-08 12:00:00",Unknown
12,"1917-08-08 18:00:00",32.3,-72.4,45,0,"300 at 3mph","Tropical Storm",Unnamed,"1917-08-08 18:00:00",Unknown
13,"1917-08-09 00:00:00",32.5,-72.8,50,0,"300 at 3mph","Tropical Storm",Unnamed,"1917-08-09 00:00:00",Unknown
14,"1917-08-09 06:00:00",32.8,-73.2,50,0,"310 at 4mph","Tropical Storm",Unnamed,"1917-08-09 06:00:00",Unknown
15,"1917-08-09 12:00:00",33.2,-73.5,50,0,"330 at 4mph","Tropical Storm",Unnamed,"1917-08-09 12:00:00",Unknown
16,"1917-08-09 18:00:00",34.1,-73.8,50,0,"345 at 10mph","Tropical Storm",Unnamed,"1917-08-09 18:00:00",Unknown
17,"1917-08-10 00:00:00",35.7,-73.6,45,0,"5 at 18mph","Tropical Storm",Unnamed,"1917-08-10 00:00:00",Unknown
18,"1917-08-10 06:00:00",37.7,-72.6,45,0,"20 at 24mph","Tropical Storm",Unnamed,"1917-08-10 06:00:00",Unknown
19,"1917-08-10 12:00:00",40.1,-70.6,35,0,"35 at 32mph","Tropical Depression",Unnamed,"1917-08-10 12:00:00",Unknown
20,"1917-08-10 18:00:00",41.8,-68,35,0,"50 at 28mph","Tropical Depression",Unnamed,"1917-08-10 18:00:00",Unknown
1,"1918-08-01 00:00:00",12.7,-58.5,40,0,"0 at 0mph","Tropical Storm",Unnamed,"1918-08-01 00:00:00",Unknown
2,"1918-08-01 06:00:00",12.6,-59.9,40,0,"265 at 14mph","Tropical Storm",Unnamed,"1918-08-01 06:00:00",Unknown
3,"1918-08-01 12:00:00",12.6,-60.9,40,0,"270 at 10mph","Tropical Storm",Unnamed,"1918-08-01 12:00:00",Unknown
